Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2015,1115,U,1908,3640,13561,21333,44661,57794,76673,80814,103544,114430,125254,127319,120992,112489,104849,98728,83647,75192,67152,54690,49000,39455,32191,25859,17471,9740,10213,3955,3181,1430,164,346,677,0,0,0,0,0,0,0,0,1636,3380,11996,18436,34820,47002,60034,54987,71596,77275,81609,67359,53316,40729,34669,28352,18320,14980,13798,7642,7539,6576,3526,3561,2605,1237,1571,633,477,159,0,0,0,0,0,0,0,0,0,0,0,273,260,1565,2634,8831,9592,15065,22703,26560,32619,37316,53332,59572,58876,60495,57280,49705,46832,36182,32514,28797,20033,15329,12388,7816,4174,3457,1740,1273,636,164,0,339,0,0,0,0,0,0,0,0,0,0,0,263,1009,959,1574,2499,4619,3838,5192,5395,6540,10390,7860,10938,12071,10472,13492,11537,7991,9787,9964,7123,4751,3092,3457,1108,795,477,0,346,339,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,208,577,174,649,925,853,1939,1263,1439,2698,1891,2606,1798,2865,2447,1993,2168,1073,1082,1100,158,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,192,523,487,308,711,554,561,720,852,1018,1073,1199,1809,612,1380,619,1226,155,628,316,477,159,0,0,0,0,0,0,0,0,0,0,0
2015,1115,R,4935,9940,28591,56188,61538,76458,88998,99040,118383,98152,101128,88651,95637,102469,73594,64373,72006,60655,55814,48574,43544,26879,26195,20266,17460,7824,7394,4876,2437,1200,1616,0,758,0,0,0,0,0,0,0,0,4318,9230,27894,51920,52119,53018,62079,63669,71476,52268,53110,37891,31763,29422,18924,14512,9626,11066,5759,7130,5174,2940,2113,2533,1247,412,411,406,0,0,0,0,0,0,0,0,0,0,0,0,0,617,710,697,4267,8791,17859,21425,30318,37972,36308,34558,37891,48866,56476,38900,32373,36581,30738,29236,19608,18538,8820,10140,5066,4989,412,2465,1219,1219,800,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,5581,2747,5053,7148,7980,10913,10009,9424,9469,12616,13396,16173,11885,13732,13369,12934,7140,6760,8022,3741,1647,2054,406,812,400,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,0,893,1197,728,2145,3839,3720,2103,2605,7701,4098,3544,2228,3880,5040,2958,1267,2910,3294,411,1625,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,893,399,1819,715,1745,3382,1051,1488,1925,2869,3544,6239,3018,2940,4225,3378,4573,2059,2054,1219,406,0,404,0,379,0,0,0,0,0,0,0,0
2015,1117,T,2495,8749,18520,36697,54316,70869,81211,85524,100952,109254,118171,114864,115337,107679,101692,92882,89844,78810,74078,58069,50539,45816,30289,28926,20758,13674,8456,5849,2945,817,523,220,221,0,0,195,92,0,0,0,0,2495,8571,16561,33345,46824,56036,63550,59750,68264,70222,69908,58765,52576,41768,31927,24222,21157,15206,12828,8649,6521,6769,2681,3640,2800,1563,906,1029,102,0,105,0,0,0,0,98,0,0,0,0,0,0,179,1959,2470,6811,12855,13877,21967,27174,31749,38838,47111,50190,53311,56485,53475,50463,46080,42057,32883,28099,24723,14599,14364,9751,4688,2819,2365,812,306,209,110,111,0,0,98,92,0,0,0,0,0,0,0,882,681,1978,3312,3515,4332,5690,7043,7012,9359,9252,10551,11552,13463,12980,14274,12165,11604,9909,9633,6198,5600,5665,2919,1231,1625,409,209,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,146,1050,1365,1864,1580,1927,2555,1910,2143,3479,3245,3086,2946,2685,3630,1986,2263,1834,1074,1107,716,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,146,131,228,518,395,1285,793,819,1491,1282,1298,1832,1426,1630,785,1390,2460,772,684,705,508,203,102,0,0,0,0,0,0,0,0,0,0,0
2015,1117,U,2507,7217,13997,33613,50620,62798,76602,80768,93664,108312,118948,119251,120386,114574,105025,95933,92544,83329,80096,60807,51840,48163,30150,28878,21654,13910,8940,6273,3541,896,657,277,281,0,0,249,119,0,0,0,0,2507,6991,12886,29950,44162,51251,62409,59230,68032,73142,74712,63097,56958,46051,35272,25735,23108,16069,13649,9838,7015,7906,2966,3777,3212,1693,881,1280,126,0,131,0,0,0,0,125,0,0,0,0,0,0,226,1111,2801,5833,9926,11276,18846,21602,28865,37035,48841,51875,57785,58448,55492,52219,50387,47531,35678,29368,26757,15569,15475,10827,4838,3400,2816,1012,384,263,138,140,0,0,125,119,0,0,0,0,0,0,0,862,625,1621,2527,2692,3385,5184,5658,5950,8896,8413,9270,12178,14046,13085,14487,11616,11771,9852,9267,5483,5116,5685,3022,1280,1897,384,263,138,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,484,981,1286,1116,1502,1993,1357,1608,2379,2640,2993,2489,2378,2919,1359,2559,1904,1210,1133,640,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,161,140,257,248,1155,332,678,919,793,1148,1437,1185,1308,730,989,1584,595,484,504,256,253,128,0,0,0,0,0,0,0,0,0,0,0
2015,1117,R,2450,14574,36788,50633,70862,106101,101002,106603,132909,113333,114955,97668,95854,80778,87968,79803,78431,59817,49107,46991,45117,36022,30863,29126,16901,12684,6526,4113,516,505,0,0,0,0,0,0,0,0,0,0,0,2450,14574,31404,48685,58741,76923,68447,62053,69282,57576,50027,41788,35667,25054,18152,17734,12912,11577,9425,3836,4462,2029,1518,3066,1024,1015,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384,974,11189,25641,25042,35800,51608,44242,46301,40330,43691,35853,48406,44828,43042,27979,19345,21578,22806,16235,10625,9709,5122,4059,502,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,932,3537,6678,7160,8484,7879,12773,11176,11146,12527,15825,8867,11000,12542,13393,14385,10907,10147,11131,9198,7682,5581,2510,1028,516,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,796,3535,3030,4258,3401,3567,4752,4189,4433,8130,5789,3472,4795,3966,6596,4554,1022,1536,507,1004,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,606,1597,972,1783,2592,1396,3941,3348,1930,3472,2398,2975,1015,3036,6132,1536,1522,1506,1542,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1120,T,2840,6216,16185,30150,42417,58097,65928,67619,78819,90979,99981,98184,107856,102854,93253,88643,84566,75454,64865,56246,45767,36852,30372,23381,18541,12564,8020,4310,3448,1206,458,338,67,65,0,0,0,105,0,0,0,2731,5554,15037,26008,36459,46659,50503,49906,54239,58835,61176,57830,54571,42877,34996,27850,21650,17261,13182,11009,9250,6345,6120,2908,3241,1691,1419,562,251,63,0,203,0,65,0,0,0,0,0,0,0,109,553,940,3757,5069,10369,12528,14678,19943,26151,32044,33620,44499,48712,47913,47903,48358,43070,36236,29081,22916,18670,13892,10180,7502,4711,3023,1624,1129,635,196,0,67,0,0,0,0,0,0,0,0,0,109,209,385,889,1070,2584,2611,3811,4759,5332,5407,7100,8220,7771,9681,10763,11562,11672,12510,9128,8176,7047,6179,5161,3503,2159,1062,878,317,131,68,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,313,282,635,1058,934,1008,970,2233,1492,2104,2477,2301,2497,1852,2473,2196,1777,2541,1200,1450,802,500,564,127,0,68,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,141,191,176,495,318,715,812,1081,1105,1318,1260,1278,1794,2001,1464,1536,1572,1437,1208,617,562,627,63,131,0,0,0,0,0,0,0,0,0,0
2015,1120,U,2576,4990,11363,22590,31627,46638,52709,53715,66803,82495,98870,102443,117432,107796,99897,96154,92237,82711,71744,60745,49184,39879,33190,24932,20279,13269,8745,4404,4056,1403,387,405,101,99,0,0,0,160,0,0,0,2404,4646,10896,20832,27935,39636,43278,42683,50867,59219,66592,66480,65162,50164,40458,32803,25978,20030,15970,13652,11534,7456,7307,3487,3883,2095,1803,551,369,94,0,304,0,99,0,0,0,0,0,0,0,172,344,311,1623,2830,6550,8697,9133,13683,20147,28207,32166,45930,49952,51946,53314,54219,49429,42317,32715,26693,22453,16639,12466,8802,5936,3696,2019,1291,842,193,0,101,0,0,0,0,0,0,0,0,0,0,156,135,861,452,734,1628,1932,2442,3199,3224,5354,6270,6208,7928,9851,11196,10863,12278,8486,7976,6779,6800,5782,3143,2434,918,1291,374,97,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,181,161,611,582,501,704,1127,714,1455,1386,1371,2027,1131,1648,1040,1673,1569,1122,1659,631,459,369,0,0,101,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,90,161,76,291,72,282,282,571,655,803,685,567,969,824,954,792,610,690,436,180,459,737,94,97,0,0,0,0,0,0,0,0,0,0
2015,1120,R,3302,8551,26015,48846,70524,88882,105002,117211,123777,119437,103425,86184,82551,90134,76064,68933,64442,56841,47492,44817,37186,29660,23978,19839,14561,10980,6448,4108,2156,790,607,203,0,0,0,0,0,0,0,0,0,3302,7284,23477,38809,58663,65524,71860,75672,66857,57545,44389,33460,26587,24120,20862,14853,10296,10157,6141,4298,3512,3708,3425,1587,1771,784,586,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,2221,9033,10899,20628,23850,34455,43367,46292,43939,37718,40718,45520,37478,33705,32984,26760,20880,19851,13428,9681,7657,4960,4526,1961,1563,782,784,198,202,0,0,0,0,0,0,0,0,0,0,0,317,317,1004,962,2730,8053,6118,10842,12532,11942,11559,11713,13239,11816,14282,13155,12501,13715,13097,10743,8651,7657,4761,3739,4314,1563,1369,0,198,202,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,644,2409,2558,2028,2433,1673,5078,3508,3808,5338,4688,3685,3684,4545,4943,2015,4761,1377,980,1172,587,980,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,301,512,1127,1014,1859,2176,2400,2285,2669,2735,3071,3888,4958,2678,3224,3769,3148,2941,1563,782,392,0,202,0,0,0,0,0,0,0,0,0,0
2015,1124,T,1504,5835,20447,31478,50322,58440,64402,78782,81930,101367,100063,106678,110404,101379,94706,95895,92128,84437,75056,54597,55409,45765,38072,27785,19039,14351,9245,4145,2933,681,1111,573,147,0,0,0,0,0,0,110,0,1504,5835,17923,27513,42875,46491,49828,54960,58479,63542,59687,57900,49375,39283,33286,24261,22654,17042,14821,10036,8596,7494,5879,2911,2738,1666,1189,134,533,136,0,0,147,0,0,0,0,0,0,0,0,0,0,2272,3718,6544,10862,12408,19908,19393,31703,34232,41722,51057,50872,50997,55290,53993,49329,44191,32383,31209,23016,16298,13099,8998,5510,4491,1872,1067,408,417,287,0,0,0,0,0,0,0,110,0,0,0,252,248,677,869,1773,3573,3458,5034,4514,5352,7088,7930,8665,12258,12586,14350,12645,10304,11240,10170,11356,8865,5086,4869,2641,1872,533,0,555,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,394,340,451,952,1254,730,2042,2440,1256,2937,2140,2691,2312,1472,2380,2810,2937,1588,1304,1666,660,134,533,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,150,136,376,973,841,854,502,1149,755,1025,1088,401,1984,2275,1602,1323,913,641,264,134,267,136,0,0,0,0,0,0,0,0,0,0,0
2015,1124,U,1531,5220,20159,25487,47368,57652,63725,73353,76761,101746,100236,108288,110540,106385,97134,97289,93551,88362,78011,55759,58160,45494,37005,27616,19564,14001,9958,4111,3169,810,1325,688,179,0,0,0,0,0,0,139,0,1531,5220,18655,23143,41142,46908,49720,52281,57088,63312,59699,60641,50700,42177,34776,25200,23726,18308,15346,10643,9249,7059,6115,3103,2904,1807,1400,158,634,162,0,0,179,0,0,0,0,0,0,0,0,0,0,1504,2344,5684,9958,12605,18090,16160,32374,34493,41294,50843,52902,53364,57579,55410,51595,45880,33836,33704,23688,15837,14118,9476,5871,4823,2055,1268,486,497,344,0,0,0,0,0,0,0,139,0,0,0,0,0,271,786,1167,2783,2986,4944,4570,4332,6284,8117,7645,11455,12013,14677,13268,9531,11444,9883,11447,7912,5655,4667,2956,1581,634,0,662,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,199,351,957,1179,866,1857,2464,1049,2138,1652,2875,2238,1430,2038,2981,2352,1396,1223,1054,622,158,317,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,176,159,295,1155,857,725,300,916,751,908,1279,318,1724,1883,1254,1086,306,602,156,158,317,162,0,0,0,0,0,0,0,0,0,0,0
2015,1124,R,1381,8766,21944,64412,65129,62262,68053,111045,112617,99166,99076,98069,109682,74759,82139,88785,84759,62709,58235,48387,40575,47337,44244,28764,15986,16351,5242,4333,1680,0,0,0,0,0,0,0,0,0,0,0,0,1381,8766,14107,51530,51560,44473,50410,70880,66736,64875,59614,43243,42360,23892,25571,19470,17107,10033,11829,6791,5072,10014,4515,1798,1776,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6270,11272,10855,15248,11342,30715,38582,27804,32746,44015,52194,40077,38745,43614,46656,36789,34577,24618,17751,19117,18962,7191,6217,3442,2621,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,1610,2714,1271,5041,8269,6257,5561,4198,10811,11346,6936,13948,16355,15552,12542,9099,14431,10144,11834,10835,14382,1776,6024,874,3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,1260,1181,1043,927,1679,0,3026,2312,2325,7009,4666,1672,2730,1698,4227,1821,6321,2697,1776,5164,874,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,756,1541,1550,2336,778,1672,0,849,3381,4552,3612,2697,4440,861,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1129,T,3312,9496,17730,32250,53814,80009,85327,91185,113687,109664,121889,125444,116696,111539,105980,108517,96949,82442,73437,63242,54406,49042,35926,28713,24256,16876,9658,7168,3957,1427,1188,466,0,0,142,0,0,0,0,0,0,3057,8747,16481,28122,44204,64185,60633,64294,78596,72069,73494,65303,50624,43651,34603,28698,20423,17782,14714,10040,6965,7504,5171,3066,2589,2332,1960,843,283,143,149,0,0,0,142,0,0,0,0,0,0,255,500,1249,3612,8408,13149,22048,21431,28825,31823,42016,50203,53119,54678,53412,62530,55856,43024,40462,32208,29043,22377,16194,12684,10765,5488,3219,2811,1555,285,149,155,0,0,0,0,0,0,0,0,0,0,250,0,516,1201,2229,2205,5055,4655,4680,4715,7227,9863,8615,14227,13030,15748,16538,13006,14474,12090,12997,10342,8642,6405,6037,2379,2249,1413,571,297,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,220,404,1074,1092,1387,1807,2258,3101,2653,2505,3568,3357,3678,4173,4205,3752,2858,2091,2453,1372,1120,562,424,143,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,220,0,537,0,277,903,832,1493,1085,1754,1353,1741,1576,2347,2103,2412,1361,2230,2044,1646,980,703,283,285,446,155,0,0,0,0,0,0,0,0,0
2015,1129,U,3750,8342,14844,27314,50397,76323,83345,86357,107593,112673,124617,135321,122355,116392,111197,113447,103662,87354,78490,66142,55176,50682,36798,27918,24430,17390,10501,7507,4661,1464,768,403,0,0,183,0,0,0,0,0,0,3409,7341,14184,22593,42619,64469,62223,63988,78765,76521,80317,73857,55602,49441,38981,32138,23524,19710,16533,11935,7835,8306,5503,3357,2599,2608,2314,715,359,183,192,0,0,0,183,0,0,0,0,0,0,341,667,660,4047,6844,9829,18838,18988,24061,30729,38898,52588,55908,55915,57307,66043,61946,47461,44756,34646,30838,23222,18055,13782,12129,5217,3204,2860,1793,366,0,201,0,0,0,0,0,0,0,0,0,0,334,0,674,933,1735,1713,3121,3405,4419,4142,6532,8401,8093,12424,11730,13801,15295,13193,14256,11169,13730,9457,7598,5544,6608,2848,2681,1793,549,192,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,260,908,1004,1080,1507,1680,1913,1708,1768,2980,3311,2839,3481,3834,3560,2235,1944,2599,1565,1246,715,359,183,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,285,0,454,0,180,837,764,1030,777,1768,1411,1577,1169,1823,1500,1865,1548,1237,1559,1391,890,536,359,183,192,0,0,0,0,0,0,0,0,0,0
2015,1129,R,2015,12942,26721,48325,65401,92412,92054,108034,136441,99197,112752,92264,96869,94266,87871,91038,72509,64118,54803,52551,51537,42853,32616,31683,23612,14954,6553,5921,1336,1297,2626,679,0,0,0,0,0,0,0,0,0,2015,12942,23638,46129,49578,63230,55233,65365,77966,56584,50648,36568,33182,23043,19407,16501,9135,10588,8005,3055,3726,4477,3914,1980,2553,1300,655,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,2197,13713,24319,32946,29959,46610,35627,52457,42194,43350,50275,39892,50071,33685,26471,24631,23220,22353,19188,9132,8581,5743,6502,3277,2632,668,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,3891,3876,11802,9322,5589,6632,9564,14985,10474,20485,17639,22838,21176,12315,15277,15523,10233,13699,12541,9572,3901,655,658,0,648,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,908,1695,1397,2412,2813,4282,7332,5930,5121,5709,3529,6773,6722,5588,4477,5219,2640,1914,650,655,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,603,1125,1070,3142,2156,1707,1142,2353,3079,4277,4346,4477,652,5941,3829,2601,1311,1316,0,648,1313,679,0,0,0,0,0,0,0,0,0
2015,1134,T,2081,5187,16541,29245,51044,61737,81271,97593,103345,118224,134239,131737,134037,122507,121971,116075,94459,89395,72997,67117,57190,50867,40214,32939,22601,14617,9165,6178,2737,1140,467,239,0,0,0,0,0,0,0,0,0,2081,4841,16189,26283,47118,46133,63814,65826,63321,78082,82976,66534,55642,41967,35475,32950,20645,15970,12166,10007,8496,6021,4209,4012,2721,1462,639,883,0,0,234,0,0,0,0,0,0,0,0,0,0,0,346,352,2962,3570,14586,16454,27837,33154,33755,41249,54779,65984,66202,72209,64682,55117,52975,39798,37526,29217,25537,17892,16681,9836,4594,2771,1545,912,456,234,239,0,0,0,0,0,0,0,0,0,0,0,0,0,357,1018,669,3275,5078,5323,8345,7540,10963,10300,12856,13721,12465,15191,16909,14589,13469,12665,13042,9291,6487,6473,4049,2427,1141,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,655,1493,1064,1192,1996,1034,2624,818,3079,5064,3506,2681,2705,4144,4775,3585,1900,1674,1670,1066,221,456,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,477,887,414,1414,614,1643,1169,1753,1443,2289,1865,1869,1486,1056,1883,418,639,1103,228,0,0,0,0,0,0,0,0,0,0,0,0
2015,1134,U,1982,6524,14801,28297,44104,56058,74559,88437,91241,102768,131465,136712,132951,119021,116583,109796,95994,88631,74851,67968,60070,52148,38974,34255,25338,15902,9250,6055,2190,1261,659,340,0,0,0,0,0,0,0,0,0,1982,6058,14339,25370,40268,44756,57990,61449,59854,72269,84662,72393,61001,42738,36432,33317,21893,17193,13209,10928,8313,7410,4206,4212,3660,1420,867,606,0,0,329,0,0,0,0,0,0,0,0,0,0,0,466,463,2927,3356,10850,15261,24912,27372,26852,39052,56244,63347,63610,68090,63354,58944,54002,43253,40514,32717,26348,17664,18532,11543,5679,2602,2119,939,630,329,340,0,0,0,0,0,0,0,0,0,0,0,0,0,479,452,872,1661,2920,2984,6856,6404,7821,8945,11307,11863,10826,14287,15540,14127,13408,12351,13459,9266,7883,7099,4336,2119,939,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,415,730,663,596,1392,782,2485,503,1010,3849,2664,2072,1333,4023,4666,3084,1685,845,1704,578,303,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,298,278,0,1242,251,252,481,484,777,1066,1609,1372,561,562,1408,0,867,908,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1134,R,2312,1340,22075,32283,71279,78804,103374,131783,157895,179894,145325,112262,138207,137453,145005,142857,87935,92537,65756,64054,47402,46888,43874,28948,14676,11045,8925,6509,4209,825,0,0,0,0,0,0,0,0,0,0,0,2312,1340,22075,29208,67086,50272,82990,82171,78947,101274,76236,43597,35053,38659,31382,31385,15337,10945,8093,6692,9116,1705,4219,3406,0,1578,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075,4193,25815,20384,38760,59211,61297,50030,49046,76114,77318,89817,70346,38855,48756,26302,26769,17320,23018,18562,11069,4892,1578,3245,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717,0,9302,14803,14658,14294,11989,23035,16108,19478,21645,19427,18905,22256,16252,13674,13640,11812,9366,2446,4734,3245,3255,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,4934,2665,3574,4360,2003,3222,2164,11905,10225,6965,5058,7648,4558,5115,5062,2554,4077,1578,2434,0,842,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,3270,2003,2148,2164,7576,4090,6965,4047,6692,2735,3410,4219,2554,3261,1578,0,1627,842,0,0,0,0,0,0,0,0,0,0,0,0
2015,1138,T,2707,5109,19319,38049,58609,79569,83572,84957,100738,107081,118847,120929,113251,106887,100820,93330,83945,74007,67925,53587,48447,48234,30455,21892,17777,14091,9791,5293,3086,1524,780,408,0,0,0,0,0,0,0,0,0,2707,4496,18124,33993,50027,63484,61450,59566,66255,68808,68921,62534,47630,39207,31281,25336,18538,14681,11257,8639,5858,6583,4314,2597,2557,1854,1130,126,257,127,130,272,0,0,0,0,0,0,0,0,0,0,613,1195,4056,7668,14374,18845,22357,29212,31917,39402,48441,52935,53895,55119,51614,49201,41396,38248,28046,24651,24813,14974,8905,6818,5933,3389,1890,772,254,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,913,1540,2950,2236,4517,4836,8086,7526,10149,10056,11629,12020,11426,11673,11513,11644,12569,9748,7233,6679,4870,3955,2887,1764,1543,508,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,328,798,452,1105,2182,1214,2307,2486,1279,2475,2448,3610,3454,2880,3417,3545,2030,1979,2557,1483,1255,756,257,127,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,415,257,1214,231,1243,1512,1885,2332,2647,3454,2379,1953,3545,1903,1732,974,865,1130,756,257,508,0,0,0,0,0,0,0,0,0,0,0
2015,1138,U,1278,4585,12071,28311,39221,61982,65362,73100,83388,96164,107346,116154,113058,108076,103621,96359,89850,76546,69909,56272,49453,50596,30099,22478,16789,15710,10151,5324,3264,1527,981,623,0,0,0,0,0,0,0,0,0,1278,4279,11482,25316,34192,51311,53094,55427,58521,65335,67607,65495,52111,43675,34591,28815,21619,16606,12834,10489,6202,7496,4325,3089,2398,2444,1247,184,192,0,196,416,0,0,0,0,0,0,0,0,0,0,306,589,2994,4525,9536,10788,15463,22810,26274,34628,43400,52710,54186,59805,54067,55044,43650,43229,32631,26767,29472,16433,10638,7367,7506,3740,2203,768,382,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,503,908,1058,1607,1870,3854,4122,5524,6589,8735,7226,10844,10886,11387,10132,10156,13547,9370,6573,6005,4283,4015,2850,1652,1920,573,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,423,602,187,701,824,789,1647,888,615,1084,1227,3005,2026,1998,1959,2044,1557,1544,2056,1047,1247,551,192,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,947,0,592,1384,1549,1073,1898,1689,999,979,2215,1211,1201,685,698,1069,734,192,573,0,0,0,0,0,0,0,0,0,0,0
