Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2016,1103,U,1158,4895,14451,27348,49521,66905,77045,95465,104188,111889,118080,122307,129456,126985,121957,112793,105562,97988,84469,75594,60917,53378,46657,36204,28212,18633,12084,8098,4100,1949,1307,939,361,158,0,203,49,48,45,0,79,1158,4737,13543,23778,43622,54240,60662,69390,71909,72688,71819,67436,63130,54132,42199,36507,28209,22455,18347,15003,11438,9028,6671,5887,4288,2590,1775,968,579,91,270,141,60,0,0,0,0,0,0,0,0,0,158,908,3246,5511,11664,14869,22739,27953,33347,39429,46883,55509,59844,63352,59720,57346,54158,45232,39556,29537,24526,21356,14717,11105,6935,4310,3301,1515,816,225,188,180,0,0,101,49,48,0,0,39,0,0,0,243,310,1002,1316,2966,3785,4777,5227,6476,8854,10981,13606,12981,16547,17489,16385,16511,14750,14445,13993,11563,8832,6183,3972,2333,1248,680,586,282,60,0,0,51,0,0,45,0,39,0,0,0,0,78,0,132,309,487,796,1399,1047,1540,1658,1736,2715,2247,2987,3052,3441,3725,4025,2969,3027,2916,1713,1437,880,535,136,180,282,60,53,0,0,0,0,0,0,0,0,0,0,81,0,0,66,62,54,281,206,465,423,368,1063,870,1213,900,1453,1083,1467,1354,1668,1009,1072,1212,592,616,223,227,45,47,0,105,0,51,0,0,0,0,0
2016,1103,R,2073,7401,17572,40576,64884,75814,87617,94084,104174,114466,119918,112291,103463,101804,94040,84886,77182,70934,60768,55469,44891,39379,34165,25414,19435,13723,7434,5112,3084,1333,528,366,64,64,125,0,232,55,0,0,0,1919,7003,15657,35526,52890,56117,57571,56982,54966,58950,54275,45227,35419,30092,22605,17596,13657,10252,8666,6224,4473,4066,3201,2020,1854,1208,385,287,171,116,59,73,0,0,0,0,0,55,0,0,0,154,398,1582,4528,10871,17366,24313,30376,38855,43389,50549,48986,49279,50821,48148,42881,38798,34712,26104,23851,17568,13911,11370,8359,5449,3623,1817,1206,514,348,0,73,0,0,0,0,0,0,0,0,0,0,0,333,522,1035,2251,5199,5469,8529,9954,11176,14260,12662,15425,16836,16513,16554,18735,18125,17241,14497,13965,11922,8415,6235,5434,2809,1895,1428,406,176,73,64,64,63,0,58,0,0,0,0,0,0,0,0,86,80,535,813,1458,1822,2826,2864,3878,3464,4301,5160,5587,4163,5548,5068,5120,4280,4526,4039,3314,2196,1046,747,228,232,0,146,0,0,63,0,116,0,0,0,0,0,0,0,0,0,0,0,443,364,350,1092,955,2224,2003,2150,2735,2587,3071,2325,3085,3233,3157,3146,2581,2584,1263,1377,976,742,232,293,0,0,0,0,0,58,0,0,0,0
2016,1112,T,5109,8832,25755,41051,67910,83194,94253,111402,116262,126215,128553,124857,119694,118521,109402,99115,90298,84927,74965,70017,54696,45825,40492,33101,24646,14617,11821,6087,4161,894,904,159,0,0,0,0,0,0,0,0,0,5109,8832,21758,34244,55963,57565,62236,70258,64718,65864,64533,49266,43907,34175,28372,21617,17967,15324,12453,11626,7224,7964,5880,4020,3115,2166,1530,1015,892,149,151,0,0,0,0,0,0,0,0,0,0,0,0,3996,6381,9851,21686,27161,32950,40016,45408,47375,54821,57687,61874,55382,50822,46946,39305,33453,27387,21285,15797,13765,11793,8125,4466,4033,1304,446,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,2096,2957,3777,6799,8399,11751,11268,14611,13429,15209,18158,19547,16112,20822,19413,22349,17286,14231,13230,10319,7990,4060,3338,2174,1486,0,301,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,1079,1395,2964,2756,4097,4106,2919,5220,5334,4599,6028,5381,5860,6072,4257,5222,4811,4020,3927,1624,1808,435,297,447,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,435,1280,2053,1752,2043,2156,2530,3246,4094,3785,2584,4644,2611,2806,2948,1490,2301,1113,1160,1040,149,301,0,0,0,0,0,0,0,0,0,0
2016,1112,U,4159,5708,21958,36076,60717,81911,86351,102875,110720,121839,123534,128541,125021,118287,111185,105753,90321,87199,78087,72833,54341,47400,41555,33512,24099,12433,11760,5669,3857,859,656,232,0,0,0,0,0,0,0,0,0,4159,5708,19798,30007,51376,62675,60724,73595,65315,69562,68483,55396,50661,37865,31098,25888,19221,16763,13190,12357,7630,8618,7244,4596,3918,2331,1993,1260,857,215,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,5732,7339,16444,22284,22422,34964,40115,42187,55934,58561,64002,59355,57530,49158,44700,38516,32765,22890,18173,16775,13788,8621,4468,4784,1260,643,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,2002,1862,2786,5803,7527,9815,8702,12370,11334,12063,16051,17259,14798,19133,17411,20970,17121,14426,11819,9575,6661,3108,3588,2309,1286,0,437,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,557,1055,2671,1707,3405,2868,2748,2848,3511,4061,4763,3894,5452,4868,3536,4684,4003,3638,3331,1360,1196,630,429,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,640,757,1972,1717,1508,1170,1015,2381,2709,3517,1872,3164,1499,1716,1915,1567,1166,199,210,643,0,219,0,0,0,0,0,0,0,0,0,0
2016,1112,R,6623,13905,31866,49553,80068,85428,108657,128021,127943,135509,139065,117255,108374,119014,105635,85038,90247,79849,67878,63750,55497,42205,37997,32143,25872,19634,11962,7021,4850,974,1455,0,0,0,0,0,0,0,0,0,0,6623,13905,24913,41487,63716,48662,64991,63753,63460,58010,56260,36619,29557,26408,22611,12558,15284,12110,10781,10000,6306,6460,2682,2679,1316,1785,460,468,970,0,485,0,0,0,0,0,0,0,0,0,0,0,0,6952,7491,14096,30819,36050,53470,50665,56651,58241,52525,55829,57394,46988,36598,42213,27247,21960,15417,17658,10336,6705,7143,7016,4462,2300,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,2255,4866,5585,8740,10235,15862,16640,19234,17880,21831,22611,24399,18923,24598,23957,25417,17658,13781,16540,12054,10963,6247,2761,1872,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,2031,2057,3582,4985,5547,6658,3284,10211,9186,5741,8734,8704,6788,8750,5886,6460,6705,4911,5262,2231,3221,0,0,487,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,2219,1824,3169,4240,5741,5095,7190,4392,4167,7988,5168,5364,5357,1316,4909,3221,3276,1940,487,485,0,0,0,0,0,0,0,0,0,0
2016,1118,T,2230,5273,16716,30562,51310,65545,72049,75594,81345,91226,97522,100074,98490,99328,98653,85955,82020,76833,69680,55222,53841,43459,36255,28450,19995,14552,9092,5673,3446,1691,736,235,186,247,0,58,0,0,0,49,0,2141,5091,15238,26880,40412,51035,49656,49505,49386,52246,52488,49420,41324,35159,28740,23179,17280,14867,13311,8902,8472,5684,5971,3503,2554,2087,1130,667,278,113,57,118,0,0,0,58,0,0,0,0,0,89,182,1478,3406,9626,12906,18778,19947,24693,29963,34245,38410,43243,47791,52044,43214,44957,41509,36403,27878,23596,19740,15277,11695,8693,4976,3766,1502,1001,394,113,0,124,0,0,0,0,0,0,49,0,0,0,0,276,1271,1097,2907,4842,5016,6283,7610,8294,9544,11768,12763,13183,13526,14816,14218,12740,13823,11627,9037,8136,5488,4655,2798,2113,1056,620,170,59,0,247,0,0,0,0,0,0,0,0,0,0,0,0,506,707,867,1865,1920,2137,2469,2903,2978,3214,3800,3754,3434,3378,3731,4417,3721,3927,2854,1793,1712,699,612,778,169,57,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,386,815,1042,1481,1476,1633,1891,2580,2503,2207,2370,1972,3533,2687,2044,2262,1467,1124,699,779,334,394,340,0,62,0,0,0,0,0,0,0,0
2016,1118,U,2311,4681,14176,26565,42411,57410,62886,65594,71660,83144,89251,95151,96514,101264,99328,85802,82522,78962,69174,55460,54886,43894,36244,28762,20061,15016,9276,5634,3471,1371,721,225,241,242,0,76,0,0,0,65,0,2189,4557,12921,23490,33514,46339,45802,46907,47017,51254,53602,51104,44489,39061,31628,25358,18889,16277,14209,9298,9479,6189,6620,3772,2886,2424,1354,634,354,144,72,150,0,0,0,76,0,0,0,0,0,122,123,1254,2706,7556,9816,14254,14346,19455,25915,29536,36260,41936,49655,54253,45448,48344,45260,38575,30203,25618,22266,16517,13404,9756,5926,4333,1761,1275,361,144,0,161,0,0,0,0,0,0,65,0,0,0,0,369,1341,799,1991,3303,3405,4319,4440,5171,7111,9647,10231,11232,11747,13433,12838,12134,13513,11293,8693,7881,5565,4444,2708,2254,850,721,216,75,0,242,0,0,0,0,0,0,0,0,0,0,0,0,457,838,661,1297,1224,1158,1703,2188,2071,1929,2374,2361,2602,2368,3034,3971,2743,3210,2088,1374,1279,406,493,638,144,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,486,432,515,913,790,829,1286,1390,1181,1392,1184,791,2306,1404,1204,1617,481,943,474,493,354,0,216,0,80,0,0,0,0,0,0,0,0
2016,1118,R,2008,6943,23805,42460,77334,88587,99482,108283,118507,125284,132785,121268,106880,90990,95802,86612,79802,67695,71825,54219,49338,41604,36299,27202,19743,12760,8382,5819,3355,2834,793,269,0,262,0,0,0,0,0,0,0,2008,6596,21705,36969,60584,64339,61196,57998,58476,56423,47737,42169,27882,18351,16543,13858,10171,8819,9506,7229,4135,3535,3300,2424,1299,781,262,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,2100,5490,15681,21662,32324,38254,44790,47020,54321,47669,48793,39760,42716,33655,29991,25418,27198,18073,14884,8973,10175,4848,4676,1302,1572,529,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,1940,5649,9872,11198,14561,21125,21739,19879,20900,23457,21529,21385,20750,20069,15293,15160,13052,10450,9157,5195,5469,3143,1587,1807,258,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,647,314,1542,4044,4854,6310,5762,5938,6882,8642,9899,9910,7003,7658,6673,6340,7886,6875,5925,3377,3385,1834,1058,1290,258,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,2427,3292,3929,4389,5097,4444,7671,8345,5706,7394,6951,8820,8158,5500,4848,5195,1823,1572,1852,258,1803,793,0,0,0,0,0,0,0,0,0,0
2016,1160,T,2139,6761,17908,33348,53957,66991,77300,82703,87628,93203,91200,97328,103242,100581,98012,87976,80811,80146,67298,59461,46265,40276,35544,27174,21304,14718,8757,5641,3616,1592,754,282,375,225,0,70,67,0,0,0,0,1974,6151,15599,28522,43324,51103,53835,55620,56090,55915,52024,49994,45713,39451,32098,25196,20229,16856,12344,10491,7879,5826,4748,3967,2501,1667,1455,646,311,104,103,106,112,45,0,0,0,0,0,0,0,165,499,2196,4609,9265,13563,20354,22142,25238,29577,29591,37724,44982,47091,49965,46932,42680,43741,36455,30251,22185,19311,15239,12064,8602,5643,3039,1869,930,485,103,106,112,90,0,35,0,0,0,0,0,0,55,113,217,1211,1889,2561,4411,5109,5975,7542,7186,9418,10700,11143,12381,13294,13960,13378,13397,11374,10542,10361,7309,6701,4393,2552,1461,1069,450,240,35,112,0,0,35,33,0,0,0,0,0,55,0,0,105,291,503,485,845,1435,1653,1962,2194,2547,2862,2394,2859,3651,3193,3456,2903,2674,3047,1999,2334,1571,1001,1020,654,277,137,35,0,90,0,0,33,0,0,0,0,0,0,0,0,53,145,46,44,346,300,391,462,936,792,1945,1073,1749,1938,1927,1866,1925,1923,2148,1835,1167,1443,710,646,653,277,171,0,37,0,0,0,0,0,0,0,0
2016,1160,U,1839,5154,12694,25412,41820,54251,63437,72301,73357,81976,82112,92559,99488,101082,100459,90055,84251,83599,70833,63756,49201,41365,36438,28964,23961,15277,9414,6008,3870,1928,595,306,445,335,0,106,101,0,0,0,0,1577,4630,10931,21852,35349,43224,48782,53315,51680,54225,52917,54424,49804,44536,36831,29264,22998,18733,14573,12624,9596,6908,5644,4781,3280,2007,1809,591,452,152,99,102,167,67,0,0,0,0,0,0,0,263,437,1587,3477,5662,9262,12755,15598,18274,23308,23483,32693,41708,47148,51402,48271,46188,48504,40334,34272,24844,21307,16842,14111,10554,6567,3803,2315,1056,659,99,153,111,134,0,53,0,0,0,0,0,0,87,176,83,728,1250,1493,2877,2723,3606,4681,4362,6230,7761,9189,10597,12052,12553,12542,13048,10938,10404,10295,7241,7179,4241,2412,1674,1257,457,149,0,167,0,0,53,50,0,0,0,0,0,0,0,0,0,368,407,511,367,660,754,849,1270,1248,1884,1282,1793,2487,2349,2838,2521,1789,2393,1578,2092,1414,788,1034,603,304,149,51,0,134,0,0,50,0,0,0,0,0,0,0,0,81,147,0,0,314,176,278,232,476,390,1153,641,1220,1321,1035,974,1301,957,1264,1253,856,1049,603,394,503,355,99,0,0,0,0,0,0,0,0,0,0
2016,1160,R,2641,9546,27130,48420,76575,91606,105980,105855,126984,128576,119516,111474,113761,99250,91629,82377,71628,71135,58085,48305,38390,37456,33346,22867,15068,13393,7241,4824,3057,871,1107,228,230,0,0,0,0,0,0,0,0,2641,8789,23856,41188,58185,66326,64290,60753,68254,61240,49241,36853,34251,25950,19749,14238,12838,11957,6535,4952,3272,3022,2548,2008,670,864,639,768,0,0,111,114,0,0,0,0,0,0,0,0,0,0,606,3274,6760,15978,21872,36075,36708,44444,49325,48623,52647,54156,46937,46216,43324,33318,31312,26346,19806,15051,14140,11300,7139,4018,3456,1278,877,655,109,111,0,115,0,0,0,0,0,0,0,0,0,0,0,472,2110,3125,4773,7825,11688,13440,16455,15565,18349,18506,16241,17187,16608,17632,15559,14305,12542,10902,10525,7474,5581,4752,2875,987,655,436,443,114,0,0,0,0,0,0,0,0,0,0,152,0,0,301,142,702,427,2165,3879,4454,5265,4782,5996,5414,5390,5706,6688,5394,5062,3926,4965,4653,3012,2902,1944,1491,987,764,218,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,140,142,433,693,742,1144,2224,1861,4010,2237,3159,3547,4253,4181,3599,4426,4321,3235,1897,2376,958,1206,983,109,332,0,115,0,0,0,0,0,0,0,0
2016,3800,T,1346,4325,17741,48228,79776,102392,126140,126108,124308,123643,116239,107565,110980,107312,99231,90027,83539,80900,71863,65516,52257,44461,42283,31379,25699,18480,13099,8700,5416,3104,1576,565,346,199,85,79,61,46,0,15,42,1230,3955,15846,40506,61606,67177,73472,64462,58167,51707,43512,34546,32487,27120,20420,18283,15144,13583,11357,10177,7228,6064,6176,4325,3414,2548,1560,888,841,707,373,39,66,25,0,31,30,23,0,0,31,116,305,1665,6942,16618,30954,43663,48723,48553,49609,47253,45356,44012,43143,37912,32518,28550,25920,21814,18285,14935,11287,10907,8478,6060,4214,2975,1983,970,512,283,127,47,25,68,31,0,23,0,0,3,0,64,230,647,1487,3751,8186,11233,14484,18041,19984,20896,24980,26055,28357,26244,25735,25611,22866,21640,16484,14291,12481,9613,7617,5442,3683,2240,1552,741,359,62,25,74,0,0,30,0,0,15,3,0,0,0,111,65,472,742,1450,2887,3728,4294,5213,7253,8459,9355,8952,9724,11219,10595,9572,9090,7939,7838,4892,4683,3546,2667,1751,886,439,233,127,118,50,0,0,0,0,0,0,3,0,0,0,22,0,39,76,239,217,559,1196,1553,2248,2536,3186,4030,4387,4566,5230,5843,4520,4879,4881,4071,3925,2730,2214,1837,1167,706,327,211,91,25,17,16,0,0,0,0,3
2016,3800,U,1049,3261,12739,36068,61137,79029,100866,103926,97837,99677,94017,94206,101331,102247,96056,87258,81357,79494,71870,64334,51647,44083,43623,32807,26562,19118,13228,8849,5705,3025,1797,561,300,202,104,63,60,94,0,30,54,932,3013,11389,30749,49212,56255,65701,60608,53257,50207,42885,36972,36457,31812,23656,21719,17464,16427,13541,12482,8645,7499,7244,4912,4231,3214,1688,791,992,899,577,75,0,51,0,63,60,47,0,0,54,117,213,1181,4863,10703,19970,29561,35506,35535,37142,37675,40266,44190,45578,43534,36797,33691,30103,26317,22076,18182,13402,13841,10512,7396,5759,3617,2711,1116,695,475,112,50,51,104,0,0,47,0,0,0,0,35,169,405,1075,2507,4954,6775,7791,10036,10441,13393,15418,18825,21039,21143,21149,22257,21615,19490,15951,14827,13064,10890,8321,5725,3893,2561,1819,654,373,75,50,101,0,0,0,0,0,30,0,0,0,0,51,147,255,568,778,1161,2002,2399,2622,4104,4840,5753,5394,6456,8118,7564,7038,6191,5788,6565,3813,4125,2812,2618,1695,785,327,237,112,150,0,0,0,0,0,0,0,0,0,0,0,0,0,42,81,259,92,290,617,954,1162,1192,2074,2205,2597,2588,2833,3248,2677,2566,2910,2680,2489,1607,1412,1092,992,450,136,187,50,0,0,0,0,0,0,0,0
2016,3800,R,1592,5228,21847,57977,94815,122241,148231,147159,153722,152596,144495,124208,122106,112995,102733,93179,86033,82433,71855,66809,52966,44899,40825,29847,24792,17774,12956,8540,5104,3186,1337,570,390,195,66,94,61,0,0,0,29,1476,4755,19505,48328,71605,76455,80265,68120,63624,53518,44309,31525,27909,21856,16852,14370,12491,10481,8969,7655,5581,4399,5016,3695,2553,1812,1418,992,678,508,153,0,130,0,0,0,0,0,0,0,6,116,384,2062,8608,21391,40286,55989,61268,63019,64670,59432,51698,43806,40411,31711,27647,22672,21358,16889,14138,11162,8834,7717,6294,4654,2506,2262,1208,813,323,76,143,43,0,33,63,0,0,0,0,6,0,89,280,841,1819,4808,11012,15463,21920,27711,32117,30244,36006,34166,36430,32052,30978,29268,24234,23991,17103,13670,11846,8244,6877,5128,3450,1898,1265,831,344,48,0,49,0,0,61,0,0,0,6,0,0,0,160,0,656,894,2089,4804,5814,6704,8442,10885,12519,13328,13003,13459,14601,13911,12344,12458,10434,9222,6051,5271,4357,2722,1812,994,554,229,143,87,98,0,0,0,0,0,0,6,0,0,0,40,0,36,72,220,356,884,1933,2300,3500,4044,4412,6107,6433,6724,7852,8681,6661,7562,7023,5563,5436,3971,3105,2631,1355,970,535,238,130,49,33,31,0,0,0,0,6
2016,1182,T,767,4908,21887,58590,97283,125496,148277,148101,139306,129395,116997,105639,104424,98958,90888,82868,76389,75987,66088,59685,48944,37640,40407,29652,22553,16529,11939,7624,4342,2384,1677,331,510,205,161,149,97,153,0,53,0,767,4595,19822,50372,74050,79942,81300,68877,56883,44346,32917,24863,22498,17330,13535,11863,9778,8664,7762,6145,4733,3622,3972,2992,2453,1519,1015,461,529,477,347,0,51,154,0,0,48,77,0,0,0,0,225,1890,7507,21868,41269,57998,64589,61405,58991,52844,46987,40114,35582,28312,24433,19659,18928,14814,11708,9556,7031,7752,6182,4286,3276,1693,1637,853,265,301,47,102,0,108,99,0,77,0,0,0,0,88,176,577,1364,3994,8284,13513,18269,22415,26714,27629,32459,33646,34723,32379,31185,28687,24367,23358,17323,12737,12949,9523,6689,5082,3483,1996,1225,742,447,0,51,0,0,0,48,0,0,53,0,0,0,0,89,0,250,612,998,2671,3254,3957,5328,8299,10284,11551,10978,12225,15388,14576,12943,12721,10025,10823,6546,5024,3706,3095,1893,802,424,244,110,204,51,0,0,0,0,0,0,0,0,0,0,44,0,41,82,125,76,389,565,833,1053,2116,2767,3215,3541,4320,4569,5532,4612,4225,4910,4409,4101,2946,2653,1637,933,477,338,174,102,0,54,50,0,0,0,0,0
2016,1182,U,206,2671,13106,38675,64573,82678,102298,101955,92207,84947,75658,75054,78519,78551,74727,66113,60658,64303,56502,52246,41326,30370,36222,26721,21185,14575,10126,7221,3976,1622,2209,296,576,349,123,0,105,347,0,119,0,206,2565,11694,33497,51195,56574,60477,53179,42737,33890,24908,21814,21321,16309,12667,11781,9247,8622,7031,6838,5444,3201,4415,3027,2788,1871,802,219,468,348,526,0,0,349,0,0,105,174,0,0,0,0,107,1311,4649,12535,23636,37404,40920,39689,37959,35850,35124,35817,33637,29355,22982,19322,18292,16490,13039,9156,6238,8328,6367,4349,3348,1805,2079,935,232,631,99,115,0,123,0,0,174,0,0,0,0,0,101,528,843,2278,4056,7165,8859,11699,12866,15740,17033,22616,24529,23819,23049,23852,21094,19512,15425,12312,12041,9812,6913,4825,3509,2735,1286,579,736,0,115,0,0,0,0,0,0,119,0,0,0,0,0,0,95,361,604,921,1272,1650,1954,3745,4969,6501,6309,7384,11281,9459,9574,8826,6402,8729,5219,4683,2462,3008,1532,935,232,210,99,230,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,86,0,127,385,423,604,1019,1675,1223,1656,2256,2428,3282,2475,2216,2709,2296,2453,2068,1003,656,351,232,105,99,115,0,0,0,0,0,0,0,0
2016,1182,R,1205,6747,28646,72967,120721,158752,185903,190525,193530,184711,171222,144631,133423,120459,107395,100825,93060,87372,75482,66824,57066,45419,44267,32279,23725,18342,13644,7979,4674,3026,1191,364,457,91,190,273,90,0,0,0,0,1205,6265,26077,62554,90427,98092,98341,83310,73170,57360,43424,28750,23816,18406,14421,11952,10340,8706,8478,5480,3975,4073,3564,2961,2166,1192,1215,673,584,586,183,0,91,0,0,0,0,0,0,0,0,0,321,2335,9571,28556,54964,74852,86348,86406,85166,75137,62111,44925,37631,27247,25988,20015,19548,13170,10430,9982,7880,7221,6017,4233,3210,1589,1250,779,293,0,0,91,0,95,182,0,0,0,0,0,0,161,234,613,1738,5326,11744,19348,29104,35750,44879,42786,49729,45266,45135,41553,39809,33398,27575,27048,19346,13192,13786,9264,6497,5319,3458,1346,1169,878,183,0,0,0,0,0,90,0,0,0,0,0,0,0,153,0,370,818,1359,4686,5720,6983,9629,13396,15884,16709,15982,17356,19390,19591,16176,16872,13900,12755,7736,5316,4861,3177,2211,682,586,275,121,183,91,0,0,0,0,0,0,0,0,0,0,77,0,0,149,160,164,715,800,1356,1556,3272,3883,5350,5539,6331,6667,7690,6890,6375,6940,6303,5513,3760,4205,2499,1461,683,550,243,91,0,95,91,0,0,0,0,0
2016,1126,T,0,0,0,1469,17032,73490,124659,91084,100728,117826,114844,95359,95726,100867,91280,82844,83069,76792,79420,69982,49302,55621,50682,44489,44590,28195,24805,16655,8410,6400,3594,767,317,348,0,335,0,0,0,0,0,0,0,0,1224,15028,48987,60177,32287,35772,31140,25444,17937,14951,13030,7577,8961,6970,6816,4993,6620,3300,3563,3899,2988,3802,1253,1590,1360,336,711,0,0,0,0,0,335,0,0,0,0,0,0,0,0,245,2004,20542,44738,35903,29853,39857,33845,25625,24662,25069,17196,12546,13534,11133,13078,12410,7314,8551,7197,6640,2765,2820,4452,3059,336,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713,17841,18311,27124,30276,32276,27821,25824,33564,28441,20910,19480,18857,16407,12934,10151,10689,11096,7968,6222,5952,4770,2379,2355,1422,553,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,248,1903,4582,7978,16554,16046,17754,18446,21118,24560,20313,21747,21811,23303,17434,13213,13553,11996,8964,10024,6266,6360,4759,2691,1067,1106,256,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7233,6223,11842,8085,13507,20114,21339,18176,21638,20584,15324,19266,16494,17928,21777,11905,7632,5099,2691,2844,1935,511,0,0,0,0,0,0,0,0,0
2016,1126,U,0,0,0,1220,16513,58354,122856,87255,95943,122692,105345,95916,96344,96386,89073,72946,78990,67726,67277,64674,45705,42978,52381,42105,40566,21291,22365,15707,4556,6267,3042,1206,795,853,0,768,0,0,0,0,0,0,0,0,1220,14608,41769,69224,32291,39923,36331,28683,17265,15395,13562,9299,9695,8881,5210,5382,10471,3677,3581,3401,752,3827,687,2033,1496,0,783,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,1905,14128,33053,34352,28976,41096,30248,26857,28804,24217,18598,12004,14489,8336,11302,11087,6304,8698,7483,8271,3827,2747,4744,2992,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,18709,19237,21249,29184,26597,28295,25328,35842,24471,18929,21500,16671,13455,10471,7355,10744,13605,11278,6123,6868,4066,1496,759,783,608,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,1374,5795,16081,16167,18224,18375,18890,23981,16159,17761,22923,22605,17246,11558,9210,13605,6015,9950,4808,5422,5236,1519,783,1217,603,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651,5275,8443,3875,12725,16159,16359,14587,14532,15398,16811,10744,14286,15789,16839,6181,6100,4488,2278,3134,1217,603,0,0,0,0,0,0,0,0,0
